# Time(s)	Magnetic_Field(uT)
5.742378950119018555e+00	-5.492104341555925381e-06
5.754368305206298828e+00	-5.638828493014047907e-05
5.766462087631225586e+00	6.391146074855338346e-05
5.778573274612426758e+00	-5.638847373217064133e-05
5.790357112884521484e+00	7.316510579880742681e-05
5.802393198013305664e+00	2.226892521022391243e-05
5.814466714859008789e+00	-8.657538215048533654e-07
5.826906681060791016e+00	-2.400043285323256672e-05
5.838553428649902344e+00	-7.952353036795974583e-05
5.850860595703125000e+00	-6.101595706440484366e-05
5.862971782684326172e+00	2.689537013129059603e-05
5.874794721603393555e+00	-2.400081045729395512e-05
5.886668920516967773e+00	-3.788165563673745885e-05
5.898775339126586914e+00	-4.250866696389464278e-05
5.911126613616943359e+00	-8.665090296265815250e-07
5.922711610794067383e+00	-1.937427113521166523e-05
5.934700489044189453e+00	4.540247142976956061e-05
5.946826457977294922e+00	-2.862829378952814728e-05
5.958892583847045898e+00	2.689461492316886956e-05
5.970930814743041992e+00	2.226760359601062515e-05
5.983212232589721680e+00	-3.325549391871656074e-05
5.995283603668212891e+00	3.759747089409931133e-06
6.007027149200439453e+00	-5.494181163890940823e-06
6.018746852874755859e+00	4.540181062266344383e-05
6.031116247177124023e+00	-5.176353922734741744e-05
6.042910337448120117e+00	8.386286411491171972e-06
6.054985046386718750e+00	2.689385971504713971e-05
6.066920518875122070e+00	-2.400232087353741144e-05
6.078993320465087891e+00	8.704359095287012113e-05
6.091393947601318359e+00	-4.713709430628073384e-05
6.103526830673217773e+00	2.689348211098575132e-05
6.115355968475341797e+00	5.465488926682697329e-05
6.127426862716674805e+00	-3.325662673089861850e-05
6.139081001281738281e+00	-8.877972424562580438e-05
6.150995492935180664e+00	-4.251064938521405701e-05
6.162894487380981445e+00	-1.474924222937388028e-05
6.174884319305419922e+00	1.301216492646734677e-05
6.186932086944580078e+00	-8.686802529761559018e-07
6.198987007141113281e+00	4.540039460743454348e-05
6.210848331451416016e+00	2.689263250184946211e-05
6.247694253921508789e+00	-1.072880527573024533e-04
6.259100914001464844e+00	1.301169292139034700e-05
6.270731449127197266e+00	5.002693392951684353e-05
6.282569646835327148e+00	2.689225489778807371e-05
6.294566869735717773e+00	-1.165422642136480406e-04
6.305960416793823242e+00	-1.475018623952577748e-05
6.317561626434326172e+00	-2.863103141896928121e-05
6.329562664031982422e+00	-5.639262737683962528e-05
6.341979980468750000e+00	4.539945059728264798e-05
6.353731393814086914e+00	-3.788514847430032601e-05
6.365831851959228516e+00	-3.325832594917225402e-05
6.377928256988525391e+00	-1.012383571947470525e-05
6.389946460723876953e+00	-7.027385016034347386e-05
6.402136564254760742e+00	-8.415469533978696404e-05
6.413965225219726562e+00	-5.176637125780416104e-05
6.426035165786743164e+00	-6.564721643724661445e-05
6.437797784805297852e+00	1.763719383230513341e-05
6.449860572814941406e+00	1.301018250514689068e-05
6.461959600448608398e+00	6.390617429170127788e-05
6.474035024642944336e+00	1.300999370311672165e-05
6.485956430435180664e+00	-4.714002073775203680e-05
6.497985601425170898e+00	-3.325936436033975920e-05
6.509875059127807617e+00	-7.027479417049641291e-05
6.522020339965820312e+00	3.151728380362690390e-05
6.534158468246459961e+00	5.927869095946708910e-05
6.546217203140258789e+00	-8.713234814027309973e-07
6.557956218719482422e+00	8.241308678815007004e-05
6.569435119628906250e+00	6.853224160870656631e-05
6.580908775329589844e+00	3.755310241695172277e-06
6.592525005340576172e+00	-3.326011956846148566e-05
6.603998661041259766e+00	4.077045684880499949e-05
6.615521669387817383e+00	-3.326030837049165470e-05
6.627071380615234375e+00	4.539718497291746858e-05
6.638462066650390625e+00	-5.639508180323498049e-05
6.650359392166137695e+00	1.300857768788887501e-05
6.661942720413208008e+00	1.333083233665816449e-04
6.673878908157348633e+00	8.241214277799817454e-05
6.686039924621582031e+00	1.763521141098572934e-05
6.697797298431396484e+00	8.381283157684853570e-06
6.709969043731689453e+00	-3.326106357861338117e-05
6.722108364105224609e+00	-1.475349027505847222e-05
6.734303951263427734e+00	1.300791688078275653e-05
6.746260166168212891e+00	-2.863442985551653192e-05
6.758234500885009766e+00	3.753894226466274468e-06
6.770353078842163086e+00	3.753799825451715958e-06
6.782291173934936523e+00	-5.176929768927547077e-05
6.794360399246215820e+00	-2.863480745957792031e-05
6.806432485580444336e+00	-7.953098804816141436e-05
6.818494558334350586e+00	2.226108992596085212e-05
6.830821514129638672e+00	-5.500506031909495341e-06
6.866196632385253906e+00	-3.326210198978088635e-05
6.877888202667236328e+00	-7.027753179993756038e-05
6.889601945877075195e+00	-9.803912775780788751e-05
6.901350975036621094e+00	1.240527902960227534e-04
6.914447307586669922e+00	1.763360659372665995e-05
6.926007032394409180e+00	6.852959838028104206e-05
6.937695264816284180e+00	3.752667013268597287e-06
6.949501276016235352e+00	-5.639734742760015989e-05
6.961251735687255859e+00	-4.714360797633050686e-05
6.973329305648803711e+00	-4.714370237734612332e-05
6.984954833984375000e+00	1.300612326149352149e-05
6.996414661407470703e+00	-8.747219179499822375e-07
7.007979631423950195e+00	3.752100607177038588e-06
7.019933700561523438e+00	-1.535631692826869960e-04
7.031492233276367188e+00	4.539416414043054916e-05
